filename,bag,source_frame_index,relative_time_seconds,bag_timestamp_ns,width,height
rosbag2_2026_07_23-14_55_06__s0189__f000775__t047269ms.jpg,rosbag2_2026_07_23-14_55_06,775,47.269,1784786153349570242,210,311
rosbag2_2026_07_23-14_55_06__s0190__f000778__t047469ms.jpg,rosbag2_2026_07_23-14_55_06,778,47.469,1784786153549052468,210,311
rosbag2_2026_07_23-14_55_06__s0191__f000782__t047731ms.jpg,rosbag2_2026_07_23-14_55_06,782,47.731,1784786153811713994,210,311
rosbag2_2026_07_23-14_55_06__s0192__f000786__t048000ms.jpg,rosbag2_2026_07_23-14_55_06,786,48.000,1784786154080167715,210,311
rosbag2_2026_07_23-14_55_06__s0193__f000790__t048264ms.jpg,rosbag2_2026_07_23-14_55_06,790,48.264,1784786154344661642,210,311
rosbag2_2026_07_23-14_55_06__s0194__f000794__t048534ms.jpg,rosbag2_2026_07_23-14_55_06,794,48.534,1784786154614295758,210,311
rosbag2_2026_07_23-14_55_06__s0195__f000797__t048731ms.jpg,rosbag2_2026_07_23-14_55_06,797,48.731,1784786154811692943,210,311
rosbag2_2026_07_23-14_55_06__s0196__f000801__t048968ms.jpg,rosbag2_2026_07_23-14_55_06,801,48.968,1784786155047893867,210,311
rosbag2_2026_07_23-14_55_06__s0197__f000806__t049228ms.jpg,rosbag2_2026_07_23-14_55_06,806,49.228,1784786155308342593,210,311
rosbag2_2026_07_23-14_55_06__s0198__f000810__t049500ms.jpg,rosbag2_2026_07_23-14_55_06,810,49.500,1784786155579856282,210,311
rosbag2_2026_07_23-14_55_06__s0199__f000814__t049764ms.jpg,rosbag2_2026_07_23-14_55_06,814,49.764,1784786155843978095,210,311
rosbag2_2026_07_23-14_55_06__s0200__f000817__t049969ms.jpg,rosbag2_2026_07_23-14_55_06,817,49.969,1784786156049008337,210,311
rosbag2_2026_07_23-14_55_06__s0201__f000821__t050231ms.jpg,rosbag2_2026_07_23-14_55_06,821,50.231,1784786156311179548,210,311
rosbag2_2026_07_23-14_55_06__s0202__f000825__t050501ms.jpg,rosbag2_2026_07_23-14_55_06,825,50.501,1784786156581213973,210,311
rosbag2_2026_07_23-14_55_06__s0203__f000829__t050769ms.jpg,rosbag2_2026_07_23-14_55_06,829,50.769,1784786156849121927,210,311
rosbag2_2026_07_23-14_55_06__s0204__f000832__t050969ms.jpg,rosbag2_2026_07_23-14_55_06,832,50.969,1784786157049104129,210,311
rosbag2_2026_07_23-14_55_06__s0205__f000836__t051231ms.jpg,rosbag2_2026_07_23-14_55_06,836,51.231,1784786157311023594,210,311
rosbag2_2026_07_23-14_55_06__s0206__f000840__t051501ms.jpg,rosbag2_2026_07_23-14_55_06,840,51.501,1784786157581029642,210,311
rosbag2_2026_07_23-14_55_06__s0207__f000844__t051765ms.jpg,rosbag2_2026_07_23-14_55_06,844,51.765,1784786157844839261,210,311
rosbag2_2026_07_23-14_55_06__s0208__f000848__t052001ms.jpg,rosbag2_2026_07_23-14_55_06,848,52.001,1784786158081136883,210,311
rosbag2_2026_07_23-14_55_06__s0209__f000856__t052264ms.jpg,rosbag2_2026_07_23-14_55_06,856,52.264,1784786158344683259,210,311
rosbag2_2026_07_23-14_55_06__s0210__f000861__t052533ms.jpg,rosbag2_2026_07_23-14_55_06,861,52.533,1784786158612995814,210,311
rosbag2_2026_07_23-14_55_06__s0211__f000864__t052765ms.jpg,rosbag2_2026_07_23-14_55_06,864,52.765,1784786158845041184,210,311
rosbag2_2026_07_23-14_55_06__s0212__f000868__t053029ms.jpg,rosbag2_2026_07_23-14_55_06,868,53.029,1784786159109172074,210,311
rosbag2_2026_07_23-14_55_06__s0213__f000871__t053232ms.jpg,rosbag2_2026_07_23-14_55_06,871,53.232,1784786159311834763,210,311
rosbag2_2026_07_23-14_55_06__s0214__f000875__t053500ms.jpg,rosbag2_2026_07_23-14_55_06,875,53.500,1784786159580709360,210,311
rosbag2_2026_07_23-14_55_06__s0215__f000879__t053765ms.jpg,rosbag2_2026_07_23-14_55_06,879,53.765,1784786159844968954,210,311
rosbag2_2026_07_23-14_55_06__s0216__f000883__t054033ms.jpg,rosbag2_2026_07_23-14_55_06,883,54.033,1784786160112945183,210,311
rosbag2_2026_07_23-14_55_06__s0217__f000886__t054232ms.jpg,rosbag2_2026_07_23-14_55_06,886,54.232,1784786160312284668,210,311
rosbag2_2026_07_23-14_55_06__s0218__f000890__t054500ms.jpg,rosbag2_2026_07_23-14_55_06,890,54.500,1784786160580553849,210,311
rosbag2_2026_07_23-14_55_06__s0219__f000894__t054765ms.jpg,rosbag2_2026_07_23-14_55_06,894,54.765,1784786160845043942,210,311
rosbag2_2026_07_23-14_55_06__s0220__f000897__t054969ms.jpg,rosbag2_2026_07_23-14_55_06,897,54.969,1784786161049000401,210,311
rosbag2_2026_07_23-14_55_06__s0221__f000901__t055232ms.jpg,rosbag2_2026_07_23-14_55_06,901,55.232,1784786161311999588,210,311
rosbag2_2026_07_23-14_55_06__s0222__f000907__t055501ms.jpg,rosbag2_2026_07_23-14_55_06,907,55.501,1784786161581718344,210,311
rosbag2_2026_07_23-14_55_06__s0223__f000913__t055769ms.jpg,rosbag2_2026_07_23-14_55_06,913,55.769,1784786161849608456,210,311
rosbag2_2026_07_23-14_55_06__s0224__f000916__t055969ms.jpg,rosbag2_2026_07_23-14_55_06,916,55.969,1784786162049361840,210,311
rosbag2_2026_07_23-14_55_06__s0225__f000920__t056232ms.jpg,rosbag2_2026_07_23-14_55_06,920,56.232,1784786162312436346,210,311
rosbag2_2026_07_23-14_55_06__s0226__f000924__t056502ms.jpg,rosbag2_2026_07_23-14_55_06,924,56.502,1784786162581942153,210,311
rosbag2_2026_07_23-14_55_06__s0227__f000928__t056769ms.jpg,rosbag2_2026_07_23-14_55_06,928,56.769,1784786162849620262,210,311
rosbag2_2026_07_23-14_55_06__s0228__f000931__t056969ms.jpg,rosbag2_2026_07_23-14_55_06,931,56.969,1784786163049628048,210,311
rosbag2_2026_07_23-14_55_06__s0229__f000935__t057236ms.jpg,rosbag2_2026_07_23-14_55_06,935,57.236,1784786163316163530,210,311
rosbag2_2026_07_23-14_55_06__s0230__f000939__t057505ms.jpg,rosbag2_2026_07_23-14_55_06,939,57.505,1784786163585494192,210,311
rosbag2_2026_07_23-14_55_06__s0231__f000943__t057769ms.jpg,rosbag2_2026_07_23-14_55_06,943,57.769,1784786163849493560,210,311
rosbag2_2026_07_23-14_55_06__s0232__f000946__t057970ms.jpg,rosbag2_2026_07_23-14_55_06,946,57.970,1784786164049856195,210,311
rosbag2_2026_07_23-14_55_06__s0233__f000950__t058236ms.jpg,rosbag2_2026_07_23-14_55_06,950,58.236,1784786164315893695,210,311
rosbag2_2026_07_23-14_55_06__s0234__f000957__t058506ms.jpg,rosbag2_2026_07_23-14_55_06,957,58.506,1784786164585886461,210,311
rosbag2_2026_07_23-14_55_06__s0235__f000961__t058705ms.jpg,rosbag2_2026_07_23-14_55_06,961,58.705,1784786164785290936,210,311
rosbag2_2026_07_23-14_55_06__s0236__f000966__t059005ms.jpg,rosbag2_2026_07_23-14_55_06,966,59.005,1784786165085753880,210,311
rosbag2_2026_07_23-14_55_06__s0237__f000970__t059270ms.jpg,rosbag2_2026_07_23-14_55_06,970,59.270,1784786165349859204,210,311
rosbag2_2026_07_23-14_55_06__s0238__f000973__t059470ms.jpg,rosbag2_2026_07_23-14_55_06,973,59.470,1784786165549896935,210,311
rosbag2_2026_07_23-14_55_06__s0239__f000977__t059731ms.jpg,rosbag2_2026_07_23-14_55_06,977,59.731,1784786165811483533,210,311
rosbag2_2026_07_23-14_55_06__s0240__f000981__t060001ms.jpg,rosbag2_2026_07_23-14_55_06,981,60.001,1784786166081383648,210,311
rosbag2_2026_07_23-14_55_06__s0241__f000985__t060269ms.jpg,rosbag2_2026_07_23-14_55_06,985,60.269,1784786166349056711,210,311
rosbag2_2026_07_23-14_55_06__s0242__f000988__t060465ms.jpg,rosbag2_2026_07_23-14_55_06,988,60.465,1784786166544989428,210,311
rosbag2_2026_07_23-14_55_06__s0243__f000992__t060737ms.jpg,rosbag2_2026_07_23-14_55_06,992,60.737,1784786166817317044,210,311
rosbag2_2026_07_23-14_55_06__s0244__f000996__t061006ms.jpg,rosbag2_2026_07_23-14_55_06,996,61.006,1784786167086097457,210,311
rosbag2_2026_07_23-14_55_06__s0245__f001000__t061274ms.jpg,rosbag2_2026_07_23-14_55_06,1000,61.274,1784786167354045687,210,311
rosbag2_2026_07_23-14_55_06__s0246__f001007__t061505ms.jpg,rosbag2_2026_07_23-14_55_06,1007,61.505,1784786167585598517,210,311
rosbag2_2026_07_23-14_55_06__s0247__f001012__t061736ms.jpg,rosbag2_2026_07_23-14_55_06,1012,61.736,1784786167815916266,210,311
rosbag2_2026_07_23-14_55_06__s0248__f001017__t061973ms.jpg,rosbag2_2026_07_23-14_55_06,1017,61.973,1784786168053551103,210,311
rosbag2_2026_07_23-14_55_06__s0249__f001021__t062237ms.jpg,rosbag2_2026_07_23-14_55_06,1021,62.237,1784786168316899264,210,311
rosbag2_2026_07_23-14_55_06__s0250__f001025__t062506ms.jpg,rosbag2_2026_07_23-14_55_06,1025,62.506,1784786168586480675,210,311
rosbag2_2026_07_23-14_55_06__s0251__f001029__t062774ms.jpg,rosbag2_2026_07_23-14_55_06,1029,62.774,1784786168854233589,210,311
rosbag2_2026_07_23-14_55_06__s0252__f001032__t062974ms.jpg,rosbag2_2026_07_23-14_55_06,1032,62.974,1784786169053789043,210,311
rosbag2_2026_07_23-14_55_06__s0253__f001036__t063237ms.jpg,rosbag2_2026_07_23-14_55_06,1036,63.237,1784786169317545370,210,311
rosbag2_2026_07_23-14_55_06__s0254__f001040__t063506ms.jpg,rosbag2_2026_07_23-14_55_06,1040,63.506,1784786169585772613,210,311
rosbag2_2026_07_23-14_55_06__s0255__f001044__t063773ms.jpg,rosbag2_2026_07_23-14_55_06,1044,63.773,1784786169853725460,210,311
rosbag2_2026_07_23-14_55_06__s0256__f001047__t063975ms.jpg,rosbag2_2026_07_23-14_55_06,1047,63.975,1784786170055434011,210,311
rosbag2_2026_07_23-14_55_06__s0257__f001051__t064238ms.jpg,rosbag2_2026_07_23-14_55_06,1051,64.238,1784786170317857404,210,311
